id-NL1039307C2    abstract-
id-DE202012103859U1    abstract-Hausstation zur Temperierung eines Gebäudes mit einem Fortluftwärmetauscher (16), einer Wärmepumpe (2) und einem Lüftungsmodul (4), wobei dem Fortluftwärmetauscher (16) Außenluft A zuführbar ist und aus einem Raum (17, 18, 19) des Gebäudes abgesaugte Luft mit dem Lüftungsmodul (4) in einen Sekundärluftstrom (5, 6) und einen Abluftstrom Ab teilbar ist, wobei der Abluftstrom Ab dem Fortluftwärmetauscher (16) zuführbar ist, wobei in dem Fortluftwärmetauscher (16) zur Temperierung der Außenluft A Wärme von einer Abluft Ab auf die Außenluft A oder Wärme von der Außenluft A auf die Abluft Ab übertragbar ist, wobei die in dem Fortluftwärmetauscher (16) temperierte Außenluft A dem Raum (17, 18, 19) des Gebäudes als Zuluft Z zuführbar ist, wobei aus dem Raum (18, 19) des Gebäude abgesaugte Sekundärluft (5, 6) der Wärmepumpe (2) zuführbar ist und wobei die Sekundärluft (5, 6) mit der Wärmepumpe (2) temperierbar ist, wobei die mit der Wärmepumpe (2) temperierte Sekundärluft (5,...
id-KR20140046106A    abstract-본 발명은 세라믹 전자부품 오븐의 배기파이프로 배출되는 내기의 폐열을 외기가 회수하여 세라믹 전자부품 오븐의 내부로 재유입시켜 이 때 발생하는 급격한 온도차를 방지하여 세라믹 전자부품 품질에 미치는 영향을 최소화면서 오븐의 열효율을 향상시키고, 또한 내기에 포함된 바인더를 회수하고 클린가스 상태로 배출하여 대기오염을 방지하는 것을 물론, 회수된 바인더는 세라믹 전자부품 오븐 내의 미소성 세라믹 성형체의 소결재로 재사용할 수 있도록 구성된 것을 특징으로 한다.
id-DE102013111822A1    abstract-In einem Verfahren zur zweistufigen Energierückgewinnung in Anlagen der Klima und Lüftungstechnik, mit einer Einrichtung zur Führung eines Zuluftvolumenstrom ZU und einer Einrichtung zur Führung eines Abluftvolumenstrom AB zum Zwecke der Wärmeübertragung zwischen den Zu- und den Abluftvolumenstrom AB soll der Aufbau vereinfacht und die Regelungsfähigkeit bei erhöhter Wärmerückgewinnung verbessert werden.  Es ist vorgesehen als erste Stufe der Wärmerückgewinnung ein regeneratives oder rekuperatives Wärmerückgewinnungssystem 10 und als zweite Stufe der Wärmerückgewinnung ein Wärmepumpensystem 20 mit einem Wärmeübertrager 11 als Direktverdampfer im Fortluftvolumenstrom FO und einem Wärmeübertrager 11 mit Wärmeträger im Zuluftvolumenstrom ZU zu verwenden. Die Energieübertragung zur Regelung der Zulufttemperatur erfolgt dabei durch eine Leistungsregelung des Verdichters 13.
id-KR101332409B1    abstract-본 발명의 특징에 따르면, 본 발명은 급기팬에 의해 실외공기를 실내로 유입하는 급기덕트 및 상기 급기덕트와 교차되어 실내공기를 배기팬에 의해 실외로 유출하는 배기덕트로 분할되는 덕트와, 상기 급기덕트와 배기덕트가 교차하는 지점에 구비되어 상기 급기덕트와 연통되는 다수의 급기통로와 상기 배기덕트와 연통되는 다수의 배기통로가 서로 인접하게 구획되며 상기 급기통로 및 배기통로에 내재하는 공기를 서로 열교환시키는 열교환기를 포함하는 폐열회수 환기장치에 있어서, 상기 급기덕트에 형성된 급기배출구와 실내와 연통되어 실외공기가 통과하는 공급관 사이에 설치된 연결관; 상기 연결관의 내부에 구비되고 보일러의 온수관을 통해 공급되는 보일러의 온수가 통과됨에 따라 상기 온수의 열을 방열하는 온수코일; 및 상기 온수코일의 외주면에 형성되어 상기 온수의 열을 방열하는 열교환핀;을 포함한다. 본 발명에 따르면, 폐열회수된 공기의 온도를 실내측 난방에너지를 절감시킬 수 있는 온도까지 상승시켜 국내 주택에서 주로 이용되는 보일러를 이용한 바닥난방의 난방부하 할당량을 보완하여 세대내 난방에너지 사용을 절감할 수 있는 온수코일이 설치된 폐열회수 환기장치를 제공할 수 있다.
id-DE202012009493U1    abstract-Das hier beschriebene Ventilator-Lüftungsgerät mit Wärmerückgewinnung ist 1. dadurch gekennzeichnet, dass diese vor dem unteren Rahmen auf der bestehenden Fensterbank montiert wird und die Glasfläche des Fensters nicht verkleinert. 2. dadurch gekennzeichnet, dass der Fensterfalz aufgeteilt wird und zur Führung der Luft jeweils als Zuluft- und als Abluftkanal verwendet wird. 3. dadurch gekennzeichnet, dass das der Wärmetauscher gedämmt auf der Außenseite des Gebäudes montiert wird und dadurch das entstehende Kondenswasser über die Fensterbank abführt. 4. dadurch gekennzeichnet, dass die Abdeckung mit Solarzellen belegt werden kann und dadurch das System mit dem Ventilator autark betrieben werden kann. 5. dadurch gekennzeichnet, dass die Platten des Plattenwärmetauschers mit V-Förmigen Prägungen aufweisen. Dadurch entstehen rautenförmige Lufträume die eine Vergrößerung der Übertragungsflächen ergeben.
id-KR101363941B1    abstract-본 발명은 공동주택 지역냉방을 위한 환기겸용 스탠드형 제습냉방 시스템에 관한 것으로서, 특히 수직으로 직립이 가능한 함체 내에서 수직 격벽에 의해 건채널과, 습채널로 구획되고, 상기 건채널에 급기 송풍기와, 간접 증발 냉각기와, 증발기가 설치되며, 상기 습채널에 응축기와, 히팅 코일과, 배기 송풍기가 설치되고, 상기 수직 격벽 하단에 제습 로터가 설치되며, 상기 함체에서 건채널 측에 형성되는 흡기구와, 급기구와, 냉각기용 배기구와, 제 1외기 흡기구 및 환기 공급구가 각각 형성되고, 상기 함체에서 습채널 측에 배기구와, 제 2외기 흡기구가 각각 형성되는 제습 냉방 장치와; 공동 주택의 천정 내부에 설치되고, 상기 제습 냉방 장치의 환기 공급구와 연결되어 각 방으로 급기 디퓨져를 통해 환기를 수행하는 환기 덕트와; 상기 제습 냉방 장치의 흡기구에 설치되어 상기 흡기구를 개폐시키는 제 1댐퍼와; 상기 제습 냉방 장치의 냉각기용 배기구와 연계된 덕트에 설치되어 상기 냉각기용 배기구를 개폐시키는 제 2댐퍼와; 상기 제습 냉방 장치의 제 2외기 흡기구와 연계된 덕트에 설치되어 상기 제 2외기 흡기구를 개폐시키는 제 3댐퍼와; 실내 공기를 흡기시키도록 상기 제습 냉방 장치의 제 2외기 흡기구와 연계된 덕트에서 분기되어 설치된 흡기 덕트에 구비되고, 실내 공기를 상기 제 2외기 흡기구로 흡기시키거나 차단하는 제 4댐퍼와; 상기 환기 덕트에 설치되어 상기 제습 냉방 장치의 환기 공급구를 개폐시키는 제 5댐퍼; 및 사용자가 설정한 운전 모드에 따라 상기 제 1~5댐퍼를 제어하여 냉방 운전 또는 환기 운전을 수행하는 컨트롤러를 포함하는 것을 특징으로 한다. 상기와 같은 본 발명에 따르면 제습 냉방 장치와 댐퍼 및 환기 덕트를 이용하여 냉방 운전과 각 방의 환기 운전을 모두 수행할 수 있도록 함으로써 밀폐된 공간에서의 냉방중에도 실내 공기질의 저하 없이 쾌적한 냉방을 가능하게 할 수 있고, 하절기 외에는 환기 운전만으로 각 방의 실내의 공기의 정화가 가능하며 제습 냉방 장치 내부의 제습로터 열교환을 활용하여 폐열회수를 통한 고효율 환기기능을 제공할 수 있다.
id-KR101361099B1    abstract-본 발명은 공동주택 지역냉방을 위한 환기겸용 제습냉방 시스템에 관한 것으로서, 특히 수직으로 직립이 가능한 함체 내에서 수직 격벽에 의해 건채널과, 습채널로 구획되고, 상기 건채널에 급기 송풍기와, 간접 증발 냉각기와, 증발기가 설치되며, 상기 습채널에 응축기와, 히팅 코일과, 배기 송풍기가 설치되고, 상기 수직 격벽 하단에 제습 로터가 설치되며, 상기 함체에서 건채널 측에 형성되는 흡기구와, 급기구와, 냉각기용 배기구 및 제 1외기 흡기구가 각각 형성되고, 상기 함체에서 습채널 측에 배기구와, 제 2외기 흡기구가 각각 형성되는 제습 냉방 장치와; 상기 제습 냉방 장치의 흡기구에 설치되어 상기 흡기구를 개폐시키는 제 1댐퍼와; 상기 제습 냉방 장치의 냉각기용 배기구와 연계된 덕트에 설치되어 상기 냉각기용 배기구를 개폐시키는 제 2댐퍼와; 상기 제습 냉방 장치의 제 2외기 흡기구와 연계된 덕트에 설치되어 상기 제 2외기 흡기구를 개폐시키는 제 3댐퍼와; 실내 공기를 흡기시키도록 상기 제습 냉방 장치의 제 2외기 흡기구와 연계된 덕트에서 분기되어 설치된 흡기 덕트에 구비되고, 실내 공기를 상기 제 2외기 흡기구로 흡기시키거나 차단하는 제 4댐퍼; 및 사용자가 설정한 운전 모드에 따라 상기 제 1~4댐퍼를 제어하여 냉방 운전 또는 환기 운전을 수행하는 컨트롤러를 포함하는 것을 특징으로 한다. 상기와 같은 본 발명에 따르면 제습 냉방 장치와 댐퍼를 이용하여 냉방 운전과 환기 운전을 모두 수행할 수 있도록 함으로써 밀폐된 공간에서의 냉방중에도 실내 공기질의 저하 없이 쾌적한 냉방을 가능하게 할 수 있고, 하절기 외에는 환기 운전만으로 실내의 공기의 정화가 가능하며 제습 냉방 장치 내부의 제습로터 열교환을 활용하여 폐열회수를 통한 고효율 환기기능을 제공할 수 있다.
id-KR101270510B1    abstract-본 발명은 비대칭형 하이브리드 폐열 회수 환기장치에 관한 것으로, 그 목적은 외기 유입량을 늘린 비대칭 구조의 폐열 회수 환기 장치를 구성하는 열교환기에 발생하는 겨울철 결로 및 동파를 예방하기 위해 열교환기를 금속 열교환기와 종이열교환기로 복합 구성하되 결로현상이 잘 일어나는 하부쪽에 금속 열교환기를 배치함으로써 현열과 잠열을 회수하면서도 결로 및 동파 현상 없이 환기시킬 수 있는 하이브리드형 비대칭형 폐열 회수 환기 장치를 제공하는데 있다. 본 발명의 구성은 폐열 회수 환기장치에 있어서, 케이스의 내부에서 상기 OA덕트쪽과 SA덕트쪽의 공간을 크게 하고, RA덕트와 EA덕트쪽 공간이 작도록 차단벽과의 결합에 의해 비대칭 분할하여 외기의 유입량을 크게하되, 배기중인 오염 공기의 현열과 잠열을 회수하는 하이브리드 열교환기와; 상기 하이브리드 열교환기의 전단 OA덕트 쪽에 설치되어 외기가 하이브리드 열교환기에 도착하기 전에 1차로 열교환시키는 열교환 겸용 외기필터와; 상기 하이브리드 열교환기의 전단 RA덕트 쪽에 설치되어 배기 공기를 골고루 분산시켜 배기시키는 분산겸용 환기필터;를 포함하여 구성된 비대칭형 하이브리드 폐열 회수 환기장치를 발명의 특징으로 한다.
id-SE538217C2    abstract-SAMMANDRAG En varmevaxlare innefattar tva uppsattningar, intill varandra anordnade, k varmevaxling mellan en forsta och en andra luftstrom. Var och en av upp kanaler (5, 6) innefattar minst en tvarriktad avrinningskanal (4) for battle( kondens. Ett ventilationsaggregat innefattar en sadan varmevdxlare.
id-KR101410440B1    abstract-본 발명은, 건물 외벽에 내부로 공기가 유동할 수 있는 공간부로 형성되고, 집열판을 구비하여 내부의 공기가 태양 복사열에 의해 가열되어 상승될 수 있게 형성되며, 하부에 외부 공기가 유입되는 공기 유입구가 형성되고, 상부에 외기가 유입될 수 있는 흡기구가 형성된 집열 챔버; 상기 집열 챔버와 연결되며 건물 실내로 급기를 제공하는 급기관; 상기 흡기구에 설치되며, 외기가 상기 급기관으로 직접 유입되거나 상기 집열 챔버 내부에서 가열 상승된 공기가 상기 급기관으로 유입되는 것을 선택적으로 허용하는 외기 바이패스 조절부; 건물 외벽에 높이 방향으로 하단이 개방된 형태로 설치되며 태양열을 흡수할 수 있는 소재로 형성되어 내부에 상승 기류가 형성가능하게 형성된  배기 덕트; 및 상기 배기 덕트와 연결되며 건물 실내 공기가 배출되는 통로가 되는 배기관을 포함하는 태양 복사열을 이용한 건물 자연 환기 및 난방 시스템을 제공한다.
id-KR101263164B1    abstract-본 발명은 외부에서 실내로 유입되는 공기 또는 실내에서 순환되는 공기통로에 빛에 의해 살균기능을 수행하는 광촉매 살균부가 설치되어, 보다 쾌적한 실내환경 형성 및 잦은 환기에 따른 에너지 낭비를 줄일 수 있도록 한 광촉매 살균기능을 갖는 전열교환기에 관한 것이다. 이를 위해 본 발명은, 케이스 내부에 열교환부가 설치되고, 상기 열교환부를 통과하여 내기가 유출되는 배기통로를 갖는 배기부와, 상기 열교환부를 통과하여 외기가 유입되는 유입통로를 갖는 유입부가 형성된 전열교환기에 있어서, 상기 유입부에는 열교환부를 통과한 기류가 실내로 유입되기 이전의 지점에 설치되어, 외기 또는 실내 순환되는 내기에 함유된 오염물질을 살균하고 여과하는 광촉매살균부와; 상기 열교환부를 통과한 외기가 광촉매살균부로 유도되도록 하거나, 실내로 순환되기 위해 열교환부를 통과한 내기가 다시 광촉매살균부로 유도되도록 하기 위해 배기통로와 유입통로의 경계지점에 설치되어 기류를 선택적으로 유도하는 기류가이더;를 포함하여 구성된다.
id-US9664405B2    abstract-An energy recovery ventilator control system is operable to be energized by electrical connection to a heating and cooling system including a thermostat/humidistat in fluid communication with each of an intake air duct and an exhaust air duct. The energy recovery ventilator control system is operable to regulate air temperature and humidity within a building using a temperate and humidity control scheme.
id-KR101394978B1    abstract-본 발명에서는 본체(10)의 내부에, 공조용 냉난방 열교환기(1), 폐열회수 열교환기(2), 공조팬(F1) 및 배기팬(F2)이 구비되어 공조와 환기를 동시에 수행할 수 있는 폐열회수 환기겸용 복합공조장치로서, 폐열회수 열교환기(2)에는, 환기관(11), 외기관(12), 상기 공조팬(F1)과 연결된 제1공급관(17), 및 상기 배기팬(F2)과 연결된 제2공급관(18)이 각각 연결되어 있고; 냉난방 열교환기(1)에는 급기관(16)과, 상기 공조팬(F1)과 연결된 제1공조관(13)과, 상기 배기팬(F2)과 연결된 제2공조관(14)이 각각 연결되어 있고; 상기 배기팬(F2)에는 배기관(15)이 연결되어 있으며; 제1공급관(17)은 환기관(11)과 연결되어 있고; 외기가 폐열회수 열교환기(2)로 유입되는 것을 조절하는 제1댐퍼(D1)와, 상기 배기팬(F2)으로부터 상기 제2공조관(14)과 상기 배기관(15)으로의 공기 흐름을 조절하는 댐퍼와, 제1공급관(17)과 환기관(11) 사이의 공기 흐름을 조절하는 댐퍼가 구비되는 구성을 가지고 있어서; 외기의 유입 없이 실내공기만을 순환시킬 때에는, 공조팬(F1)과 배기팬(F2)이 모두 공조에 의한 급기를 위해 사용될 수 있는 것을 특징으로 하는 폐열회수 환기겸용 복합공조장치가 제공된다.
id-CA2830253C    abstract-ABSTRACT A power-generating system comprising an energy-converting module that converts non-electrical waste energy generated by one or more components of an HVAC system into electrical energy, and, a control module that directs the electrical energy to one or more electricity-consuming components of the HVAC system. CA 2830253 2020-03-17
id-CN105026848B    abstract-本发明提供了一种热回收通风单元，其包括：第一空气流径，第二空气流径和热交换器，其中第一空气流径与第二空气流径在热交换器内热交换接触；此单元进一步包括了位于第一空气流径上的通过设置用于在第一空气流径和用于绕过热交换器的第三空气流径间做出选择的空气流径选择器；其中空气流径选择器设于第一空气流径的进口滤器和热交换器之间。在滤器与热交换器之间设有旁路选择器能使空气即便是在旁路模式中也会被过滤，从而使旁路运行时吸入大楼的颗粒物质减少。
id-DK2926058T3    abstract-
id-DE202012010493U1    abstract-Lüftungs-, Kälte-, Wärmekopplung in einem weitverzweigten Kälteversorgungssystem für Raumlufttechnische Anlagen (13), Umluftkühler (14) und Maschinenkühlprozesse (15), dadurch gekennzeichnet, dass im Winter auf den Betrieb einer zentralen Kälteerzeugung (1) bzw. auf der Errichtung und den Betrieb einer zentralen „Freikühlanlage” verzichtet werden kann, indem der Energieausgleich zwischen den existierenden Wärmequellen Umluftkühler (14) und Maschinenkühlprozessen (15) und den Wärmesenken Raumlufttechnische Anlagen (13) über das Kältenetz (2) und Speicher (6) organisiert wird.
id-KR20140068745A    abstract-본 발명은 열풍오븐의 폐열 회수장치에 있어서, 핀튜브 히트 파이프를 이용한 열교환 장치를 이용하여 다량의 폐가스에 함유된 열을 회수하여 신규 공급되는 상온의 공기 등과 같은 공정 가스의 가열에 사용함으로써, 열풍오븐에서 사용하는 전력의 소모를 줄이고, 열풍오븐 내부의 온도 균일성을 향상시키며, 신규공급된 공정가스의 승온을 위한 공정 대기 시간을 줄일 수 있도록 한다.
id-DE102012220391A1    abstract-Die Erfindung betrifft ein System zur Belüftung eines Gebäudes, aufweisend Zuluftkanäle (5, 9, 12) zur Zufuhr von Zuluft in unterschiedliche Bereiche (8, 11, 14) des Gebäudes und/oder Abluftkanäle (21) zur Abfuhr von Abluft aus den unterschiedlichen Bereichen (15, 16, 17) des Gebäudes, wobei eine Mehrzahl von Luftfördereinrichtungen (7, 10, 13, 18, 19, 20) vorhanden ist, wobei die Luftfördereinrichtungen (7, 10, 13, 18, 19, 20) zur Förderung der Zuluft in unterschiedliche Bereiche des Gebäudes (8, 11, 14) und/oder zur Abfuhr der Abluft aus den unterschiedlichen Bereichen (15, 16, 17) des Gebäudes angeordnet sind und ein Verteiler (3) für die Zuluft für die unterschiedlichen Bereiche des Gebäudes (8, 11, 14) und/oder ein Sammler (3) für die Abluft aus den unterschiedlichen Bereichen(15, 16, 17) des Gebäudes vorhanden ist.
id-KR20120139640A    abstract-본 발명은 폐열회수 환기 유리창 시스템에 관한 것으로      유리창문 틀(10)이나 도어문 또는 건축 구조물에 2개이상 다수층의 유리판(1)을 공극(2)을 두어 배열하여 조립하고 통풍시켜 환기 시키되 상승기류(↖)와 하강기류( ↘ )가 각각 분리되어 상승기류(↖ )가 유리판(1)과 유리판(3)사이의 공극(2)을 통과 하여 실내(6)로 자연 통풍되어 흘러 들어가고,      또한, 실내(6)의 공기가 유리판(4)과 유리판(3)사이의 공극(5)을 통과 하여 실외(7)측 으로 빠져 나가면서 통풍을 유도하여 실내(6)공기를 환기 시키면서 유리판(3)으로 각자 접촉하고 스쳐가는 상승기류( ↖ )와 하강기류( ↘ )가 보유한 열을 흡열하여 실내(6)에서 실외(7)측 으로 빠져 나가는 열을 회수하여 공극(2)을 통과 하여 실내(6)로 유입되는 공기에 열전달시켜 폐열을 회수하여 자연 통풍으로 환기를 하면서도 실내(6)온도 손실을 탁월하게 줄이어 실내(6)온도를 유지하는 것이다        상기,  2개이상 다수층의 유리판에 공극(2),(5)을 두어 배열하여 조립하되 유리판(1),(3),(4)은 실내(6)측에서 높고 실외(7)측 으로 향하면서 낮아지는 사선각을 주어 구조한 것이다      또한, 상기,  2개이상 다수층의 유리판에 공극(2),(5)을 두어 배열하여 조립하되 유리판(1),(3),(4)은 실내(6)측에서 낮고 실외(7)측 으로 향하면서 높아지는 사선각을 주어 구조하여 공극(2)과 공극(5)을 통과 하여 실내(6)에 유입되는 상승기 류( ↖ )와 하강기류( ↘ )의 순환방향을 전환한 것이다      또한, 상기,  2개이상 다수층의 유리판에 공극(2),(5)을 두어 배열하여 조립하되 유리판(1),(3),(4)은 수직으로 구조된 것이다      또한, 상기,  2개이상 다수층의 유리판에 공극(2),(5)을 두어 배열하여 조립하되 유리판(1),(3),(4)은 수평으로 구조된 것이다        더욱 상세하게는 상기,  유리판(3)은 양측 끝단부에 각각 기류 이동로(8)과(9)를 구비하여 상승기류( ↖ )와 하강기류( ↘ )가 용이하게 순환하도록 한 것을 도출시킨 폐열회수 환기 유리창 시스템 인 것이다      [색인어]      폐열회수 환기 유리창 시스템,      유리창문 틀(10)이나 도어문 또는 건축 구조물에 2개이상 다수층의 유리판(1), 공극(2)을 두어 배열,      실내(6)의 공기가 유리판(4)과 유리판(3)사이의 공극(5)을 통과 하여 실외(7)측 으로 빠져 나가면서 통풍을 유도하여 실내(6)공기를 환기 시키면서 면서 유리판(3)으로 각자 접촉하고 스쳐가는 상승기류( ↖ )와 하강기류( ↘ )가 보유한 열을 흡열하여 실내(6)에서 실외(7)측 으로 빠져 나가는 열을 회수,      유리판(1),(3),(4)은 실내(6)측에서 높고 실외(7)측 으로 향하면서 낮아지는 사선각을 주어 구조,      2개이상 다수층의 유리판에 공극(2),(5)을 두어 배열하여 조립하되 유리판(1),(3),(4)은 실내(6)측에서 낮고 실외(7)측 으로 향하면서 높아지는 사선각을 주 어 구조,      공극(2)과 공극(5)을 통과 하여 실내(6)에 유입되는 상승기류( ↖ )와 하강기류( ↘ )의 순환방향을 전환한 것,      2개이상 다수층의 유리판에 공극(2),(5)을 두어 배열하여 조립하되 유리판(1),(3),(4)은 수직으로 구조,      2개이상 다수층의 유리판에 공극(2),(5)을 두어 배열하여 조립하되 유리판(1),(3),(4)은 수평으로 구조,      유리판(3)은 양측 끝단부에 각각 기류 이동로(8),(9)를 구비하여 상승기류( ↖ )와 하강기류( ↘ )가 용이하게 순환하도록 한 것,
id-WO2014096587A1    abstract-L'invention concerne un procédé de rafraîchissement en période chaude de l'air insufflé d'une habitation (100), caracterisé en ce qu'il consiste à rafraîchir l'air entrant d'une ventilation mécanique contrôlée double flux (200) en récupérant les frigories ou calories négatives contenues dans l'air refroidi issu de l'évaporateur d'un chauffe-eau thermodynamique sur air extrait (300). L'invention concerne également un dispositif permettant de mettre en œuvre ledit procédé ainsi que le procédé de fonctionnement d'un tel dispositif. Applications : ventilation des habitations.
id-FR2997755A1    abstract-Dispositif récupérateur de chaleur de type air-air destiné à équiper un bâtiment d'élevage, comprenant un carter (1) pourvu d'une prise d'air extérieur (2) coopérant avec un premier ventilateur (2b), d'une sortie d'air réchauffé (2a), d'une prise d'air intérieur (3) coopérant avec un second ventilateur (3b), d'une sortie d'air refroidi (3a), et une pluralité de plaques alvéolaires (4) organisée en un module amovible (5), caractérisé et en ce que ladite prise d'air intérieur (3) est équipée d'un filtre à poussières amovible (6) constitué d'une toile, et en ce que ledit dispositif comprend des moyens d'inversion du sens de rotation dudit second ventilateur (3b).
id-DE202012011131U1    abstract-Das hier beschriebene Ventilator-Lüftungsgerät mit Wärmerückgewinnung ist dadurch gekennzeichnet, dass dieses komplett außerhalb der Bestandswand in das WDVS eingebaut wird
id-KR20130001186A    abstract-본 발명은 폐열회수 되는 자연통풍 시스템에 관한 것으로      실내(6)공간이 형성 되어있는 구조물의 벽체(10)또는 도어문,창문에 구조하고, 자연통풍 기능을 이용하여 환기 시키되 실내(6),실외(7)의 자연적인 상승기류 또는 하강기류가 기류 이동방향( )으로 기류 이동로(1)와 기류 이동로(5)를 경유하면서 통과 하여 실내(6)와 실외(7)공기를 교체하고;      교체되는 실내(6)와 실외(7)공기가 각자 다르게 보유한 온도를 열교환판(4)을 이용하여 열을 흡열하여 폐열회수 시켜 실내(6)온도를 유지시키면서 자연 통풍 시키는 것을 도출시킨 폐열회수 되는 자연통풍 시스템 인 것이다      [색인어]      폐열회수 되는 자연통풍 시스템, 실내(6),공간이 형성 되어있는 구조물의 벽체(10)또는 도어문,창문에 구조하고, 자연통풍 기능을 이용하여 환기, 실내(6),실외(7)의 자연적인 상승기류 또는 하강기류가 기류 이동방향 ( )으로 기류 이동로(1)와 기류 이동로(5)를 경유하면서 통과 하여 실내(6)와 실외(7)공기를 교체, 열교환판(4)을 이용하여 열을 흡열하여 폐열회수 시켜 실내(6)온도를 유지, 자연통풍,
id-WO2014071466A1    abstract-Procédé pour le traitement de l'air extrait hygiénique d'un bâtiment (9), dans lequel on envoie une partie au moins de l'air extrait hygiénique dans l'évaporateur (3) d'une pompe à chaleur (13).
id-FR2998654A1    abstract-L'invention concerne un caisson de ventilation (1), notamment de bâtiment d'élevage, ledit caisson de ventilation (1) comprenant un moyen de circulation d'air vicié (31), une entrée d'air vicié (32) et une sortie d'air vicié (33), et un échangeur de chaleur (5) positionné dans la circulation d'air vicié, et une entrée d'air propre (41) et une sortie d'air propre (42), remarquable en ce que l'échangeur de chaleur (5) est un échangeur à tubes.
id-DE102012022165A1    abstract-Zur Wohnungslüftung wird eine Lüftungseinheit durch spezielle Führung und Ausgestaltung der Lüftungskanäle so in die Fassade integriert, dass mit einer Anlage mehre Räume versorgt werden können.
